,destination,passanger,weather,temperature,time,coupon,expiration,gender,age,maritalStatus,has_children,education,occupation,income,Bar,CoffeeHouse,CarryAway,RestaurantLessThan20,Restaurant20To50,toCoupon_GEQ15min,toCoupon_GEQ25min,direction_same,Y
8922,Work,Alone,Rainy,0.375,7AM,Carry out & Take away,2h,Female,46,Married partner,1,High School Graduate,Transportation & Material Moving,$37500 - $49999,less1,less1,1~3,1~3,never,1,0,1,0
8923,Work,Alone,Sunny,0.625,7AM,Coffee House,1d,Female,46,Married partner,1,High School Graduate,Transportation & Material Moving,$37500 - $49999,less1,less1,1~3,1~3,never,0,0,1,0
8924,Work,Alone,Rainy,0.375,7AM,Bar,1d,Female,46,Married partner,1,High School Graduate,Transportation & Material Moving,$37500 - $49999,less1,less1,1~3,1~3,never,1,1,0,0
8925,Work,Alone,Snowy,0.125,7AM,Carry out & Take away,1d,Female,46,Married partner,1,High School Graduate,Transportation & Material Moving,$37500 - $49999,less1,less1,1~3,1~3,never,1,0,1,0
8926,No Urgent Place,Alone,Sunny,0.625,10AM,Coffee House,2h,Male,below21,Single,0,Some college - no degree,Food Preparation & Serving Related,$87500 - $99999,less1,gt8,1~3,1~3,less1,1,0,0,1
8927,No Urgent Place,Friend(s),Sunny,0.625,2PM,Restaurant(20-50),1d,Male,below21,Single,0,Some college - no degree,Food Preparation & Serving Related,$87500 - $99999,less1,gt8,1~3,1~3,less1,1,0,0,0
8928,No Urgent Place,Friend(s),Sunny,0.625,10PM,Coffee House,1d,Male,below21,Single,0,Some college - no degree,Food Preparation & Serving Related,$87500 - $99999,less1,gt8,1~3,1~3,less1,1,0,0,1
8929,No Urgent Place,Friend(s),Sunny,0.375,10AM,Restaurant(<20),2h,Male,below21,Single,0,Some college - no degree,Food Preparation & Serving Related,$87500 - $99999,less1,gt8,1~3,1~3,less1,1,0,0,1
8930,No Urgent Place,Friend(s),Sunny,0.125,10PM,Carry out & Take away,1d,Male,below21,Single,0,Some college - no degree,Food Preparation & Serving Related,$87500 - $99999,less1,gt8,1~3,1~3,less1,1,0,0,1
8931,No Urgent Place,Friend(s),Rainy,0.375,10PM,Restaurant(20-50),2h,Male,below21,Single,0,Some college - no degree,Food Preparation & Serving Related,$87500 - $99999,less1,gt8,1~3,1~3,less1,1,0,0,0
8932,No Urgent Place,Alone,Sunny,0.125,10AM,Carry out & Take away,1d,Male,below21,Single,0,Some college - no degree,Food Preparation & Serving Related,$87500 - $99999,less1,gt8,1~3,1~3,less1,1,0,0,1
8933,No Urgent Place,Alone,Rainy,0.375,10AM,Coffee House,1d,Male,below21,Single,0,Some college - no degree,Food Preparation & Serving Related,$87500 - $99999,less1,gt8,1~3,1~3,less1,1,0,0,1
8934,No Urgent Place,Alone,Snowy,0.125,2PM,Bar,1d,Male,below21,Single,0,Some college - no degree,Food Preparation & Serving Related,$87500 - $99999,less1,gt8,1~3,1~3,less1,0,0,0,0
8935,No Urgent Place,Alone,Sunny,0.625,10PM,Restaurant(<20),1d,Male,below21,Single,0,Some college - no degree,Food Preparation & Serving Related,$87500 - $99999,less1,gt8,1~3,1~3,less1,0,0,0,1
8936,Home,Alone,Sunny,0.125,6PM,Restaurant(20-50),1d,Male,below21,Single,0,Some college - no degree,Food Preparation & Serving Related,$87500 - $99999,less1,gt8,1~3,1~3,less1,0,0,1,0
8937,Home,Alone,Sunny,0.625,6PM,Carry out & Take away,1d,Male,below21,Single,0,Some college - no degree,Food Preparation & Serving Related,$87500 - $99999,less1,gt8,1~3,1~3,less1,0,0,0,1
8938,Home,Alone,Sunny,0.625,6PM,Restaurant(<20),1d,Male,below21,Single,0,Some college - no degree,Food Preparation & Serving Related,$87500 - $99999,less1,gt8,1~3,1~3,less1,0,0,1,1
8939,Home,Alone,Rainy,0.375,6PM,Bar,1d,Male,below21,Single,0,Some college - no degree,Food Preparation & Serving Related,$87500 - $99999,less1,gt8,1~3,1~3,less1,1,1,0,0
8940,Home,Alone,Snowy,0.125,10PM,Restaurant(<20),2h,Male,below21,Single,0,Some college - no degree,Food Preparation & Serving Related,$87500 - $99999,less1,gt8,1~3,1~3,less1,1,1,0,0
8941,Home,Alone,Sunny,0.625,10PM,Restaurant(20-50),1d,Male,below21,Single,0,Some college - no degree,Food Preparation & Serving Related,$87500 - $99999,less1,gt8,1~3,1~3,less1,1,0,0,0
8942,Work,Alone,Sunny,0.125,7AM,Bar,1d,Male,below21,Single,0,Some college - no degree,Food Preparation & Serving Related,$87500 - $99999,less1,gt8,1~3,1~3,less1,1,0,1,0
8943,Work,Alone,Rainy,0.375,7AM,Carry out & Take away,2h,Male,below21,Single,0,Some college - no degree,Food Preparation & Serving Related,$87500 - $99999,less1,gt8,1~3,1~3,less1,1,0,1,0
8944,Work,Alone,Sunny,0.625,7AM,Coffee House,1d,Male,below21,Single,0,Some college - no degree,Food Preparation & Serving Related,$87500 - $99999,less1,gt8,1~3,1~3,less1,0,0,1,1
8945,Work,Alone,Sunny,0.625,7AM,Restaurant(<20),1d,Male,below21,Single,0,Some college - no degree,Food Preparation & Serving Related,$87500 - $99999,less1,gt8,1~3,1~3,less1,0,0,0,1
8946,Work,Alone,Rainy,0.375,7AM,Bar,1d,Male,below21,Single,0,Some college - no degree,Food Preparation & Serving Related,$87500 - $99999,less1,gt8,1~3,1~3,less1,1,1,0,0
8947,Work,Alone,Snowy,0.125,7AM,Carry out & Take away,1d,Male,below21,Single,0,Some college - no degree,Food Preparation & Serving Related,$87500 - $99999,less1,gt8,1~3,1~3,less1,1,0,1,0
8948,No Urgent Place,Alone,Sunny,0.625,10AM,Coffee House,2h,Male,21,Single,0,Some college - no degree,Student,$12500 - $24999,1~3,less1,4~8,less1,never,1,0,0,1
8949,No Urgent Place,Friend(s),Sunny,0.625,2PM,Restaurant(20-50),1d,Male,21,Single,0,Some college - no degree,Student,$12500 - $24999,1~3,less1,4~8,less1,never,1,0,0,0
8950,No Urgent Place,Friend(s),Sunny,0.625,10PM,Coffee House,1d,Male,21,Single,0,Some college - no degree,Student,$12500 - $24999,1~3,less1,4~8,less1,never,1,0,0,1
8951,No Urgent Place,Friend(s),Sunny,0.375,10AM,Restaurant(<20),2h,Male,21,Single,0,Some college - no degree,Student,$12500 - $24999,1~3,less1,4~8,less1,never,1,0,0,1
8952,No Urgent Place,Friend(s),Sunny,0.125,10PM,Carry out & Take away,1d,Male,21,Single,0,Some college - no degree,Student,$12500 - $24999,1~3,less1,4~8,less1,never,1,0,0,1
8953,No Urgent Place,Friend(s),Rainy,0.375,10PM,Restaurant(20-50),2h,Male,21,Single,0,Some college - no degree,Student,$12500 - $24999,1~3,less1,4~8,less1,never,1,0,0,0
8954,No Urgent Place,Alone,Sunny,0.125,10AM,Carry out & Take away,1d,Male,21,Single,0,Some college - no degree,Student,$12500 - $24999,1~3,less1,4~8,less1,never,1,0,0,1
8955,No Urgent Place,Alone,Rainy,0.375,10AM,Coffee House,1d,Male,21,Single,0,Some college - no degree,Student,$12500 - $24999,1~3,less1,4~8,less1,never,1,0,0,1
8956,No Urgent Place,Alone,Snowy,0.125,2PM,Bar,1d,Male,21,Single,0,Some college - no degree,Student,$12500 - $24999,1~3,less1,4~8,less1,never,0,0,0,0
8957,No Urgent Place,Alone,Sunny,0.625,10PM,Restaurant(<20),1d,Male,21,Single,0,Some college - no degree,Student,$12500 - $24999,1~3,less1,4~8,less1,never,0,0,0,1
8958,Home,Alone,Sunny,0.125,6PM,Restaurant(20-50),1d,Male,21,Single,0,Some college - no degree,Student,$12500 - $24999,1~3,less1,4~8,less1,never,0,0,1,0
8959,Home,Alone,Sunny,0.625,6PM,Carry out & Take away,1d,Male,21,Single,0,Some college - no degree,Student,$12500 - $24999,1~3,less1,4~8,less1,never,0,0,0,1
8960,Home,Alone,Sunny,0.625,6PM,Restaurant(<20),1d,Male,21,Single,0,Some college - no degree,Student,$12500 - $24999,1~3,less1,4~8,less1,never,0,0,1,1
8961,Home,Alone,Rainy,0.375,6PM,Bar,1d,Male,21,Single,0,Some college - no degree,Student,$12500 - $24999,1~3,less1,4~8,less1,never,1,1,0,0
8962,Home,Alone,Snowy,0.125,10PM,Restaurant(<20),2h,Male,21,Single,0,Some college - no degree,Student,$12500 - $24999,1~3,less1,4~8,less1,never,1,1,0,0
8963,Home,Alone,Sunny,0.625,10PM,Restaurant(20-50),1d,Male,21,Single,0,Some college - no degree,Student,$12500 - $24999,1~3,less1,4~8,less1,never,1,0,0,0
8964,Work,Alone,Sunny,0.125,7AM,Bar,1d,Male,21,Single,0,Some college - no degree,Student,$12500 - $24999,1~3,less1,4~8,less1,never,1,0,1,1
8965,Work,Alone,Rainy,0.375,7AM,Carry out & Take away,2h,Male,21,Single,0,Some college - no degree,Student,$12500 - $24999,1~3,less1,4~8,less1,never,1,0,1,0
8966,Work,Alone,Sunny,0.625,7AM,Coffee House,1d,Male,21,Single,0,Some college - no degree,Student,$12500 - $24999,1~3,less1,4~8,less1,never,0,0,1,1
8967,Work,Alone,Sunny,0.625,7AM,Restaurant(<20),1d,Male,21,Single,0,Some college - no degree,Student,$12500 - $24999,1~3,less1,4~8,less1,never,0,0,0,1
8968,Work,Alone,Rainy,0.375,7AM,Bar,1d,Male,21,Single,0,Some college - no degree,Student,$12500 - $24999,1~3,less1,4~8,less1,never,1,1,0,1
8969,Work,Alone,Snowy,0.125,7AM,Carry out & Take away,1d,Male,21,Single,0,Some college - no degree,Student,$12500 - $24999,1~3,less1,4~8,less1,never,1,0,1,1
8970,No Urgent Place,Alone,Sunny,0.625,10AM,Coffee House,2h,Male,31,Married partner,1,Bachelors degree,Computer & Mathematical,$62500 - $74999,never,less1,gt8,4~8,less1,1,0,0,1
8971,No Urgent Place,Friend(s),Sunny,0.625,10PM,Coffee House,1d,Male,31,Married partner,1,Bachelors degree,Computer & Mathematical,$62500 - $74999,never,less1,gt8,4~8,less1,1,0,0,0
8972,No Urgent Place,Friend(s),Sunny,0.125,10PM,Carry out & Take away,1d,Male,31,Married partner,1,Bachelors degree,Computer & Mathematical,$62500 - $74999,never,less1,gt8,4~8,less1,1,0,0,1
8973,No Urgent Place,Alone,Rainy,0.375,10AM,Coffee House,1d,Male,31,Married partner,1,Bachelors degree,Computer & Mathematical,$62500 - $74999,never,less1,gt8,4~8,less1,1,0,0,1
8974,No Urgent Place,Alone,Snowy,0.125,2PM,Bar,1d,Male,31,Married partner,1,Bachelors degree,Computer & Mathematical,$62500 - $74999,never,less1,gt8,4~8,less1,0,0,0,1
8975,No Urgent Place,Alone,Sunny,0.625,10PM,Restaurant(<20),1d,Male,31,Married partner,1,Bachelors degree,Computer & Mathematical,$62500 - $74999,never,less1,gt8,4~8,less1,0,0,0,1
8976,No Urgent Place,Kid(s),Sunny,0.625,10AM,Coffee House,1d,Male,31,Married partner,1,Bachelors degree,Computer & Mathematical,$62500 - $74999,never,less1,gt8,4~8,less1,0,0,0,1
8977,No Urgent Place,Kid(s),Sunny,0.625,2PM,Coffee House,1d,Male,31,Married partner,1,Bachelors degree,Computer & Mathematical,$62500 - $74999,never,less1,gt8,4~8,less1,0,0,0,0
8978,No Urgent Place,Kid(s),Sunny,0.625,10PM,Restaurant(20-50),1d,Male,31,Married partner,1,Bachelors degree,Computer & Mathematical,$62500 - $74999,never,less1,gt8,4~8,less1,1,0,0,0
8979,Home,Kid(s),Sunny,0.625,6PM,Restaurant(20-50),2h,Male,31,Married partner,1,Bachelors degree,Computer & Mathematical,$62500 - $74999,never,less1,gt8,4~8,less1,1,0,1,1
8980,Home,Kid(s),Sunny,0.625,10PM,Carry out & Take away,2h,Male,31,Married partner,1,Bachelors degree,Computer & Mathematical,$62500 - $74999,never,less1,gt8,4~8,less1,1,0,0,0
8981,Home,Kid(s),Sunny,0.125,6PM,Bar,2h,Male,31,Married partner,1,Bachelors degree,Computer & Mathematical,$62500 - $74999,never,less1,gt8,4~8,less1,1,0,0,1
8982,Home,Alone,Sunny,0.625,6PM,Carry out & Take away,1d,Male,31,Married partner,1,Bachelors degree,Computer & Mathematical,$62500 - $74999,never,less1,gt8,4~8,less1,0,0,0,1
8983,Home,Alone,Sunny,0.625,6PM,Restaurant(<20),1d,Male,31,Married partner,1,Bachelors degree,Computer & Mathematical,$62500 - $74999,never,less1,gt8,4~8,less1,0,0,1,1
8984,Home,Alone,Rainy,0.375,6PM,Bar,1d,Male,31,Married partner,1,Bachelors degree,Computer & Mathematical,$62500 - $74999,never,less1,gt8,4~8,less1,1,1,0,0
8985,Home,Alone,Snowy,0.125,10PM,Restaurant(<20),2h,Male,31,Married partner,1,Bachelors degree,Computer & Mathematical,$62500 - $74999,never,less1,gt8,4~8,less1,1,1,0,0
8986,Home,Alone,Sunny,0.625,10PM,Restaurant(20-50),1d,Male,31,Married partner,1,Bachelors degree,Computer & Mathematical,$62500 - $74999,never,less1,gt8,4~8,less1,1,0,0,0
8987,Work,Alone,Sunny,0.125,7AM,Bar,1d,Male,31,Married partner,1,Bachelors degree,Computer & Mathematical,$62500 - $74999,never,less1,gt8,4~8,less1,1,0,1,0
8988,Work,Alone,Rainy,0.375,7AM,Carry out & Take away,2h,Male,31,Married partner,1,Bachelors degree,Computer & Mathematical,$62500 - $74999,never,less1,gt8,4~8,less1,1,0,1,1
8989,Work,Alone,Sunny,0.625,7AM,Coffee House,1d,Male,31,Married partner,1,Bachelors degree,Computer & Mathematical,$62500 - $74999,never,less1,gt8,4~8,less1,0,0,1,1
8990,Work,Alone,Rainy,0.375,7AM,Bar,1d,Male,31,Married partner,1,Bachelors degree,Computer & Mathematical,$62500 - $74999,never,less1,gt8,4~8,less1,1,1,0,0
8991,Work,Alone,Snowy,0.125,7AM,Carry out & Take away,1d,Male,31,Married partner,1,Bachelors degree,Computer & Mathematical,$62500 - $74999,never,less1,gt8,4~8,less1,1,0,1,1
8992,No Urgent Place,Alone,Sunny,0.625,10AM,Coffee House,2h,Female,26,Married partner,1,Bachelors degree,Computer & Mathematical,$100000 or More,1~3,1~3,4~8,4~8,less1,1,0,0,1
8993,No Urgent Place,Friend(s),Sunny,0.625,10PM,Coffee House,1d,Female,26,Married partner,1,Bachelors degree,Computer & Mathematical,$100000 or More,1~3,1~3,4~8,4~8,less1,1,0,0,1
8994,No Urgent Place,Friend(s),Sunny,0.125,10PM,Carry out & Take away,1d,Female,26,Married partner,1,Bachelors degree,Computer & Mathematical,$100000 or More,1~3,1~3,4~8,4~8,less1,1,0,0,1
8995,No Urgent Place,Alone,Rainy,0.375,10AM,Coffee House,1d,Female,26,Married partner,1,Bachelors degree,Computer & Mathematical,$100000 or More,1~3,1~3,4~8,4~8,less1,1,0,0,1
8996,No Urgent Place,Alone,Snowy,0.125,2PM,Bar,1d,Female,26,Married partner,1,Bachelors degree,Computer & Mathematical,$100000 or More,1~3,1~3,4~8,4~8,less1,0,0,0,0
8997,No Urgent Place,Alone,Sunny,0.625,10PM,Restaurant(<20),1d,Female,26,Married partner,1,Bachelors degree,Computer & Mathematical,$100000 or More,1~3,1~3,4~8,4~8,less1,0,0,0,1
8998,No Urgent Place,Kid(s),Sunny,0.625,10AM,Coffee House,1d,Female,26,Married partner,1,Bachelors degree,Computer & Mathematical,$100000 or More,1~3,1~3,4~8,4~8,less1,0,0,0,1
8999,No Urgent Place,Kid(s),Sunny,0.625,2PM,Coffee House,1d,Female,26,Married partner,1,Bachelors degree,Computer & Mathematical,$100000 or More,1~3,1~3,4~8,4~8,less1,0,0,0,1
9000,No Urgent Place,Kid(s),Sunny,0.625,10PM,Restaurant(20-50),1d,Female,26,Married partner,1,Bachelors degree,Computer & Mathematical,$100000 or More,1~3,1~3,4~8,4~8,less1,1,0,0,1
9001,Home,Kid(s),Sunny,0.625,6PM,Restaurant(20-50),2h,Female,26,Married partner,1,Bachelors degree,Computer & Mathematical,$100000 or More,1~3,1~3,4~8,4~8,less1,1,0,1,1
9002,Home,Kid(s),Sunny,0.625,10PM,Carry out & Take away,2h,Female,26,Married partner,1,Bachelors degree,Computer & Mathematical,$100000 or More,1~3,1~3,4~8,4~8,less1,1,0,0,1
9003,Home,Kid(s),Sunny,0.125,6PM,Bar,2h,Female,26,Married partner,1,Bachelors degree,Computer & Mathematical,$100000 or More,1~3,1~3,4~8,4~8,less1,1,0,0,0
9004,Home,Alone,Sunny,0.625,6PM,Carry out & Take away,1d,Female,26,Married partner,1,Bachelors degree,Computer & Mathematical,$100000 or More,1~3,1~3,4~8,4~8,less1,0,0,0,1
9005,Home,Alone,Sunny,0.625,6PM,Restaurant(<20),1d,Female,26,Married partner,1,Bachelors degree,Computer & Mathematical,$100000 or More,1~3,1~3,4~8,4~8,less1,0,0,1,1
9006,Home,Alone,Rainy,0.375,6PM,Bar,1d,Female,26,Married partner,1,Bachelors degree,Computer & Mathematical,$100000 or More,1~3,1~3,4~8,4~8,less1,1,1,0,1
9007,Home,Alone,Snowy,0.125,10PM,Restaurant(<20),2h,Female,26,Married partner,1,Bachelors degree,Computer & Mathematical,$100000 or More,1~3,1~3,4~8,4~8,less1,1,1,0,1
9008,Home,Alone,Sunny,0.625,10PM,Restaurant(20-50),1d,Female,26,Married partner,1,Bachelors degree,Computer & Mathematical,$100000 or More,1~3,1~3,4~8,4~8,less1,1,0,0,1
9009,Work,Alone,Sunny,0.125,7AM,Bar,1d,Female,26,Married partner,1,Bachelors degree,Computer & Mathematical,$100000 or More,1~3,1~3,4~8,4~8,less1,1,0,1,1
9010,Work,Alone,Rainy,0.375,7AM,Carry out & Take away,2h,Female,26,Married partner,1,Bachelors degree,Computer & Mathematical,$100000 or More,1~3,1~3,4~8,4~8,less1,1,0,1,0
9011,Work,Alone,Sunny,0.625,7AM,Coffee House,1d,Female,26,Married partner,1,Bachelors degree,Computer & Mathematical,$100000 or More,1~3,1~3,4~8,4~8,less1,0,0,1,1
9012,Work,Alone,Rainy,0.375,7AM,Bar,1d,Female,26,Married partner,1,Bachelors degree,Computer & Mathematical,$100000 or More,1~3,1~3,4~8,4~8,less1,1,1,0,1
9013,Work,Alone,Snowy,0.125,7AM,Carry out & Take away,1d,Female,26,Married partner,1,Bachelors degree,Computer & Mathematical,$100000 or More,1~3,1~3,4~8,4~8,less1,1,0,1,1
9014,No Urgent Place,Alone,Sunny,0.625,10AM,Coffee House,2h,Male,26,Married partner,1,Bachelors degree,Sales & Related,$25000 - $37499,less1,never,1~3,less1,less1,1,0,0,0
9015,No Urgent Place,Friend(s),Sunny,0.625,10PM,Coffee House,1d,Male,26,Married partner,1,Bachelors degree,Sales & Related,$25000 - $37499,less1,never,1~3,less1,less1,1,0,0,0
9016,No Urgent Place,Friend(s),Sunny,0.125,10PM,Carry out & Take away,1d,Male,26,Married partner,1,Bachelors degree,Sales & Related,$25000 - $37499,less1,never,1~3,less1,less1,1,0,0,1
9017,No Urgent Place,Alone,Rainy,0.375,10AM,Coffee House,1d,Male,26,Married partner,1,Bachelors degree,Sales & Related,$25000 - $37499,less1,never,1~3,less1,less1,1,0,0,0
9018,No Urgent Place,Alone,Snowy,0.125,2PM,Bar,1d,Male,26,Married partner,1,Bachelors degree,Sales & Related,$25000 - $37499,less1,never,1~3,less1,less1,0,0,0,1
9019,No Urgent Place,Alone,Sunny,0.625,10PM,Restaurant(<20),1d,Male,26,Married partner,1,Bachelors degree,Sales & Related,$25000 - $37499,less1,never,1~3,less1,less1,0,0,0,1
9020,No Urgent Place,Kid(s),Sunny,0.625,10AM,Coffee House,1d,Male,26,Married partner,1,Bachelors degree,Sales & Related,$25000 - $37499,less1,never,1~3,less1,less1,0,0,0,0
9021,No Urgent Place,Kid(s),Sunny,0.625,2PM,Coffee House,1d,Male,26,Married partner,1,Bachelors degree,Sales & Related,$25000 - $37499,less1,never,1~3,less1,less1,0,0,0,0
9022,No Urgent Place,Kid(s),Sunny,0.625,10PM,Restaurant(20-50),1d,Male,26,Married partner,1,Bachelors degree,Sales & Related,$25000 - $37499,less1,never,1~3,less1,less1,1,0,0,0
9023,Home,Kid(s),Sunny,0.625,6PM,Restaurant(20-50),2h,Male,26,Married partner,1,Bachelors degree,Sales & Related,$25000 - $37499,less1,never,1~3,less1,less1,1,0,1,0
9024,Home,Kid(s),Sunny,0.625,10PM,Carry out & Take away,2h,Male,26,Married partner,1,Bachelors degree,Sales & Related,$25000 - $37499,less1,never,1~3,less1,less1,1,0,0,1
9025,Home,Kid(s),Sunny,0.125,6PM,Bar,2h,Male,26,Married partner,1,Bachelors degree,Sales & Related,$25000 - $37499,less1,never,1~3,less1,less1,1,0,0,1
9026,Home,Alone,Sunny,0.625,6PM,Carry out & Take away,1d,Male,26,Married partner,1,Bachelors degree,Sales & Related,$25000 - $37499,less1,never,1~3,less1,less1,0,0,0,1
9027,Home,Alone,Sunny,0.625,6PM,Restaurant(<20),1d,Male,26,Married partner,1,Bachelors degree,Sales & Related,$25000 - $37499,less1,never,1~3,less1,less1,0,0,1,1
9028,Home,Alone,Rainy,0.375,6PM,Bar,1d,Male,26,Married partner,1,Bachelors degree,Sales & Related,$25000 - $37499,less1,never,1~3,less1,less1,1,1,0,1
9029,Home,Alone,Snowy,0.125,10PM,Restaurant(<20),2h,Male,26,Married partner,1,Bachelors degree,Sales & Related,$25000 - $37499,less1,never,1~3,less1,less1,1,1,0,1
9030,Home,Alone,Sunny,0.625,10PM,Restaurant(20-50),1d,Male,26,Married partner,1,Bachelors degree,Sales & Related,$25000 - $37499,less1,never,1~3,less1,less1,1,0,0,1
9031,Work,Alone,Sunny,0.125,7AM,Bar,1d,Male,26,Married partner,1,Bachelors degree,Sales & Related,$25000 - $37499,less1,never,1~3,less1,less1,1,0,1,1
9032,Work,Alone,Rainy,0.375,7AM,Carry out & Take away,2h,Male,26,Married partner,1,Bachelors degree,Sales & Related,$25000 - $37499,less1,never,1~3,less1,less1,1,0,1,1
9033,Work,Alone,Sunny,0.625,7AM,Coffee House,1d,Male,26,Married partner,1,Bachelors degree,Sales & Related,$25000 - $37499,less1,never,1~3,less1,less1,0,0,1,0
9034,Work,Alone,Rainy,0.375,7AM,Bar,1d,Male,26,Married partner,1,Bachelors degree,Sales & Related,$25000 - $37499,less1,never,1~3,less1,less1,1,1,0,1
9035,Work,Alone,Snowy,0.125,7AM,Carry out & Take away,1d,Male,26,Married partner,1,Bachelors degree,Sales & Related,$25000 - $37499,less1,never,1~3,less1,less1,1,0,1,1
9036,No Urgent Place,Alone,Sunny,0.625,10AM,Coffee House,2h,Female,21,Married partner,0,Some college - no degree,Student,Less than $12500,less1,gt8,4~8,1~3,1~3,1,0,0,0
9037,No Urgent Place,Friend(s),Sunny,0.625,10PM,Coffee House,1d,Female,21,Married partner,0,Some college - no degree,Student,Less than $12500,less1,gt8,4~8,1~3,1~3,1,0,0,1
9038,No Urgent Place,Friend(s),Sunny,0.125,10PM,Carry out & Take away,1d,Female,21,Married partner,0,Some college - no degree,Student,Less than $12500,less1,gt8,4~8,1~3,1~3,1,0,0,0
9039,No Urgent Place,Alone,Rainy,0.375,10AM,Coffee House,1d,Female,21,Married partner,0,Some college - no degree,Student,Less than $12500,less1,gt8,4~8,1~3,1~3,1,0,0,1
9040,No Urgent Place,Alone,Snowy,0.125,2PM,Bar,1d,Female,21,Married partner,0,Some college - no degree,Student,Less than $12500,less1,gt8,4~8,1~3,1~3,0,0,0,1
9041,No Urgent Place,Partner,Sunny,0.625,2PM,Restaurant(20-50),1d,Female,21,Married partner,0,Some college - no degree,Student,Less than $12500,less1,gt8,4~8,1~3,1~3,0,0,0,1
9042,No Urgent Place,Partner,Sunny,0.375,2PM,Bar,1d,Female,21,Married partner,0,Some college - no degree,Student,Less than $12500,less1,gt8,4~8,1~3,1~3,0,0,0,1
9043,No Urgent Place,Alone,Sunny,0.625,10PM,Restaurant(<20),1d,Female,21,Married partner,0,Some college - no degree,Student,Less than $12500,less1,gt8,4~8,1~3,1~3,0,0,0,0
9044,No Urgent Place,Kid(s),Sunny,0.625,10AM,Coffee House,1d,Female,21,Married partner,0,Some college - no degree,Student,Less than $12500,less1,gt8,4~8,1~3,1~3,0,0,0,1
9045,No Urgent Place,Kid(s),Sunny,0.625,2PM,Coffee House,1d,Female,21,Married partner,0,Some college - no degree,Student,Less than $12500,less1,gt8,4~8,1~3,1~3,0,0,0,1
9046,No Urgent Place,Kid(s),Sunny,0.625,10PM,Restaurant(20-50),1d,Female,21,Married partner,0,Some college - no degree,Student,Less than $12500,less1,gt8,4~8,1~3,1~3,1,0,0,0
9047,Home,Kid(s),Sunny,0.625,6PM,Restaurant(20-50),2h,Female,21,Married partner,0,Some college - no degree,Student,Less than $12500,less1,gt8,4~8,1~3,1~3,1,0,1,0
9048,Home,Kid(s),Sunny,0.625,10PM,Carry out & Take away,2h,Female,21,Married partner,0,Some college - no degree,Student,Less than $12500,less1,gt8,4~8,1~3,1~3,1,0,0,0
9049,Home,Kid(s),Sunny,0.125,6PM,Bar,2h,Female,21,Married partner,0,Some college - no degree,Student,Less than $12500,less1,gt8,4~8,1~3,1~3,1,0,0,0
9050,Home,Alone,Sunny,0.625,6PM,Carry out & Take away,1d,Female,21,Married partner,0,Some college - no degree,Student,Less than $12500,less1,gt8,4~8,1~3,1~3,0,0,0,0
9051,Home,Alone,Sunny,0.625,6PM,Restaurant(<20),1d,Female,21,Married partner,0,Some college - no degree,Student,Less than $12500,less1,gt8,4~8,1~3,1~3,0,0,1,0
9052,Home,Alone,Rainy,0.375,6PM,Bar,1d,Female,21,Married partner,0,Some college - no degree,Student,Less than $12500,less1,gt8,4~8,1~3,1~3,1,1,0,1
9053,Home,Alone,Snowy,0.125,10PM,Restaurant(<20),2h,Female,21,Married partner,0,Some college - no degree,Student,Less than $12500,less1,gt8,4~8,1~3,1~3,1,1,0,0
9054,Home,Partner,Sunny,0.375,10PM,Bar,1d,Female,21,Married partner,0,Some college - no degree,Student,Less than $12500,less1,gt8,4~8,1~3,1~3,1,1,0,1
9055,Home,Partner,Sunny,0.125,10PM,Restaurant(<20),1d,Female,21,Married partner,0,Some college - no degree,Student,Less than $12500,less1,gt8,4~8,1~3,1~3,0,0,1,0
9056,Home,Alone,Sunny,0.625,10PM,Restaurant(20-50),1d,Female,21,Married partner,0,Some college - no degree,Student,Less than $12500,less1,gt8,4~8,1~3,1~3,1,0,0,0
9057,Home,Partner,Rainy,0.375,6PM,Coffee House,1d,Female,21,Married partner,0,Some college - no degree,Student,Less than $12500,less1,gt8,4~8,1~3,1~3,0,0,1,1
9058,Work,Alone,Sunny,0.125,7AM,Bar,1d,Female,21,Married partner,0,Some college - no degree,Student,Less than $12500,less1,gt8,4~8,1~3,1~3,1,0,1,0
9059,Work,Alone,Sunny,0.125,7AM,Carry out & Take away,1d,Female,21,Married partner,0,Some college - no degree,Student,Less than $12500,less1,gt8,4~8,1~3,1~3,1,0,0,0
9060,Work,Alone,Rainy,0.375,7AM,Carry out & Take away,2h,Female,21,Married partner,0,Some college - no degree,Student,Less than $12500,less1,gt8,4~8,1~3,1~3,1,0,1,0
9061,Work,Alone,Sunny,0.625,7AM,Coffee House,1d,Female,21,Married partner,0,Some college - no degree,Student,Less than $12500,less1,gt8,4~8,1~3,1~3,0,0,1,1
9062,Work,Alone,Rainy,0.375,7AM,Bar,1d,Female,21,Married partner,0,Some college - no degree,Student,Less than $12500,less1,gt8,4~8,1~3,1~3,1,1,0,1
9063,Work,Alone,Snowy,0.125,7AM,Carry out & Take away,1d,Female,21,Married partner,0,Some college - no degree,Student,Less than $12500,less1,gt8,4~8,1~3,1~3,1,0,1,0
9064,No Urgent Place,Alone,Sunny,0.625,10AM,Coffee House,2h,Male,below21,Single,0,Some college - no degree,Student,$25000 - $37499,never,never,less1,never,less1,1,0,0,0
